pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std
0.0736842105263157,0.1473684210526315,0.0157894736842105,0.0157894736842105,0.0421052631578947,0.1157894736842105,0.0,0.231578947368421,0.0105263157894736,0.0,0.0052631578947368,0.1578947368421052,0.131578947368421,0.0,0.0,0.0526315789473684,0.0,7.854410019549895,2577.074241598338,13.563548639991254,-18.07909090909092,21.636796536796545,21.322970121554675,26.64069264069264,18.75844155844156,18.402424242424235,69.02597402597402,10.714285714285714,65.0,0.8526315789473684,5.368421052631579,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329391891891891,0.0557432432432432,0.0,0.429070567091306,0.378697657585144,6.03030303030303,6.0,3.758504284103875,23.571428571428573,18.0,12.09317567718189,2.375757575757576,2.0,1.4114317474090354,165.0,101.0,0.6121212121212121,1020.0,7.0,3.2206453634085213,1.1393151168353406,0.463484604368063,0.074650783937722
0.1026252983293556,0.1694510739856801,0.035799522673031,0.0453460620525059,0.0334128878281622,0.1384248210023866,0.0,0.2553699284009546,0.0190930787589498,0.0,0.0286396181384248,0.0167064439140811,0.0620525059665871,0.0334128878281622,0.0,0.0596658711217183,0.0,16.104565711156372,9865611.78429264,23545.61285034043,-9.194268937169682,22.05190839694657,22.273849471008813,26.952358582892938,19.65630064591896,15.643155216284978,69.41651986690155,11.846153846153848,211.0,0.9331742243436754,5.233890214797136,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074274661508704,0.0332688588007736,0.0332688588007736,0.0,0.0,0.0,0.037137330754352,0.0216634429400386,0.0,0.5655494006350636,0.5467874456742059,5.513994910941475,5.0,3.349137987909817,30.23076923076923,31.0,10.408235246512522,2.1908396946564888,2.0,1.3063624135256957,393.0,178.0,0.4529262086513995,2193.0,13.0,3.360336836590072,0.5481619540973558,0.4204693260336731,0.0416980802376577
0.0971563981042654,0.1611374407582938,0.0023696682464454,0.0165876777251184,0.0260663507109004,0.1137440758293838,0.0,0.2251184834123222,0.0687203791469194,0.0,0.0094786729857819,0.0829383886255924,0.1350710900473933,0.0023696682464454,0.0023696682464454,0.0568720379146919,0.0,15.180120741862318,3914196.937567567,9275.348193288071,-15.475349650349642,23.638531468531472,23.72669961743115,28.95064935064935,21.51215784215784,16.259340659340655,73.2007992007992,13.272727272727272,156.0,0.8270142180094787,4.971563981042654,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790073230268511,0.0911310008136696,0.0309194467046379,0.0,0.0,0.0,0.0081366965012205,0.0366151342554922,0.0183075671277461,0.4434624195098877,0.490997807847129,5.604395604395604,5.0,3.5891445639093478,33.09090909090909,25.0,23.56597912035115,2.230769230769231,2.0,1.369422137509689,364.0,168.0,0.4615384615384615,2098.0,11.0,3.3404369328282373,1.212398880669337,0.4384323157297466,0.0462950421085042
0.0497512437810945,0.1840796019900497,0.0099502487562189,0.0099502487562189,0.0547263681592039,0.1840796019900497,0.0,0.3233830845771144,0.0,0.0,0.0149253731343283,0.0099502487562189,0.0796019900497512,0.0049751243781094,0.0,0.0746268656716417,0.0,8.5314613331992,5071.85208783739,25.23309496436513,1.2067567567567608,19.65660231660232,21.322970121554675,25.922779922779924,17.065528957528954,14.641297297297296,64.8069498069498,10.142857142857142,95.0,0.9203980099502488,5.019900497512438,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056160938809723,0.1056160938809723,0.1056160938809723,0.1056160938809723,0.1056160938809723,0.0,0.027661357921207,0.0352053646269907,0.0,0.697618693113327,0.6635235905647278,5.367567567567567,5.0,3.471120549196793,26.428571428571427,26.0,7.943679299690197,2.1135135135135137,2.0,1.274736255108348,185.0,95.0,0.5135135135135135,1009.0,7.0,2.917522858879974,0.4185415336420359,0.4335428401664868,0.041432174524163
0.1134328358208955,0.1552238805970149,0.0238805970149253,0.017910447761194,0.0328358208955223,0.1283582089552238,0.0,0.217910447761194,0.026865671641791,0.0,0.008955223880597,0.0895522388059701,0.1253731343283582,0.0059701492537313,0.0029850746268656,0.0507462686567164,0.0,11.859046664839129,141357.39304108586,421.96236728682345,-14.218425492033704,21.814557950640424,21.27631909574828,25.83955014058107,18.56820056232427,16.50213058419244,64.94251796313652,10.181818181818182,124.0,0.8119402985074626,5.068656716417911,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241570206341217,0.0,0.0,0.0,0.0,0.0,0.0125817815802717,0.0,0.0,0.6762557208538056,0.6268575721316867,5.683848797250859,5.0,3.8435531283796833,26.454545454545453,22.0,11.499910168531644,2.29553264604811,2.0,1.6420004901823195,291.0,170.0,0.584192439862543,1698.0,11.0,3.230279610047397,0.6876357779247866,0.429475924273355,0.0495845608680861
0.1064220183486238,0.1669724770642202,0.0238532110091743,0.0165137614678899,0.036697247706422,0.1155963302752293,0.0,0.2568807339449541,0.0091743119266055,0.0,0.0110091743119266,0.0697247706422018,0.1412844036697247,0.0036697247706422,0.0,0.0422018348623853,0.0,22.865564442526765,8518996954.625443,15631187.072707236,-17.225144312393866,21.741833616298816,21.336452057544456,26.391624221844936,18.47935823429541,17.537118279569885,67.48443689869836,10.526315789473683,207.0,0.8458715596330275,5.159633027522935,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893512851897184,0.0764993880048959,0.0287637698898408,0.0287637698898408,0.0,0.0,0.0137698898408812,0.00734394124847,0.033047735618115,0.5614815511637263,0.5480158942587235,5.875268817204301,5.0,3.772214657513669,24.473684210526315,24.0,9.959752803171222,2.3548387096774195,2.0,1.4401699518162654,465.0,221.0,0.4752688172043011,2812.0,19.0,3.167107078466,0.6688998650545322,0.4365360755275005,0.0507532065491346
0.0695652173913043,0.1652173913043478,0.0478260869565217,0.0304347826086956,0.0391304347826087,0.1347826086956521,0.0,0.217391304347826,0.0217391304347826,0.0,0.0739130434782608,0.0043478260869565,0.0739130434782608,0.0304347826086956,0.0,0.0913043478260869,0.0,7.915445987016263,2739.267935930204,11.909860591000886,21.55699530516432,16.132018779342726,17.37919286519448,19.9830985915493,13.267840375586855,11.493521126760566,53.713615023474176,7.111111111111111,127.0,0.917391304347826,4.569565217391304,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4245165297761559,0.4337044485977718,4.854460093896714,4.0,3.1283110255888325,23.666666666666668,24.0,9.043106644167024,1.9061032863849765,1.0,1.179086273364315,213.0,122.0,0.5727699530516432,1051.0,9.0,2.883321233321233,0.5686318710709207,0.4147314897314897,0.0571539321969465
0.0606060606060606,0.2481962481962482,0.0202020202020202,0.0086580086580086,0.0129870129870129,0.1803751803751803,0.0,0.2467532467532467,0.0447330447330447,0.0,0.0086580086580086,0.0432900432900432,0.0836940836940837,0.0057720057720057,0.0101010101010101,0.0259740259740259,0.0,39.81305521090372,1.9524961482547984e+17,281745475938643.4,-11.968499210110563,32.40145339652449,23.28177459503411,35.21074249605055,33.95320695102685,9.017630331753557,89.29067930489731,13.333333333333334,341.0,0.862914862914863,4.007215007215007,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468309859154929,0.3136737089201878,0.2937206572769953,0.2937206572769953,0.2852112676056338,0.2852112676056338,0.1320422535211267,0.2582159624413145,0.3286384976525822,0.5097327642142773,0.5262766161135265,4.292259083728278,3.0,3.1141860779562105,70.33333333333333,42.0,104.5636435648431,1.7424960505529226,1.0,1.124920117395687,633.0,188.0,0.296998420221169,2777.0,9.0,4.770858445492544,4.570932915876944,0.4508193885021739,0.0444185692098933
0.0941558441558441,0.172077922077922,0.0292207792207792,0.0129870129870129,0.0292207792207792,0.1136363636363636,0.0,0.2207792207792207,0.0454545454545454,0.0,0.0259740259740259,0.0681818181818181,0.1103896103896103,0.0097402597402597,0.0,0.0681818181818181,0.0,10.783980184530527,48241.753706841344,156.62907047675762,1.4875036496350449,19.85877372262773,20.829396946661657,24.974598540145987,17.521788321167882,14.64423357664234,63.8963503649635,10.0,120.0,0.8409090909090909,4.87987012987013,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084841628959276,0.0,0.0,0.5696655975447761,0.5453910380601883,5.361313868613139,4.0,3.504548622500749,27.4,22.5,18.189007669468943,2.0985401459854014,2.0,1.307389743656786,274.0,151.0,0.551094890510949,1503.0,10.0,3.1043830446803065,1.0258076664530744,0.4332014165781983,0.0368464403886876
0.0620155038759689,0.1860465116279069,0.0180878552971576,0.0129198966408268,0.0374677002583979,0.1201550387596899,0.0,0.2571059431524548,0.0736434108527131,0.0,0.020671834625323,0.0490956072351421,0.1162790697674418,0.0012919896640826,0.003875968992248,0.041343669250646,0.0,33.67118400411393,419961436071904.2,542585834718.2225,-23.005861244019115,31.915879851143007,29.19461645722405,38.26454013822435,33.12139154704944,13.01222222222222,95.66135034556086,20.818181818181817,322.0,0.8113695090439277,4.518087855297158,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273271117492223,0.2596314907872696,0.2596314907872696,0.2201483608518784,0.1947834410145968,0.1258674324000957,0.0430725053840631,0.1225173486480019,0.1409428092845178,0.5885615766048431,0.5566820204257965,4.980994152046784,4.0,3.2951215322422485,62.18181818181818,30.0,71.98209143671296,1.9707602339181287,1.0,1.1978386997836397,684.0,222.0,0.3245614035087719,3497.0,11.0,3.972118893678637,2.0365341369576737,0.4154552193662841,0.0445134810807046
