label,n_chars_mean,n_chars_std,n_chars_median,n_chars_nospace_mean,n_chars_nospace_std,n_chars_nospace_median,n_words_mean,n_words_std,n_words_median,n_paragraphs_mean,n_paragraphs_std,n_paragraphs_median,avg_word_length_mean,avg_word_length_std,avg_word_length_median,syllables_per_word_mean,syllables_per_word_std,syllables_per_word_median,n_unique_words_mean,n_unique_words_std,n_unique_words_median,ttr_mean,ttr_std,ttr_median,guiraud_mean,guiraud_std,guiraud_median,herdan_mean,herdan_std,herdan_median,maas_mean,maas_std,maas_median,dugast_mean,dugast_std,dugast_median,brunet_mean,brunet_std,brunet_median,yule_k_mean,yule_k_std,yule_k_median,simpson_d_mean,simpson_d_std,simpson_d_median,hapax_legomena_mean,hapax_legomena_std,hapax_legomena_median,hapax_dislegomena_mean,hapax_dislegomena_std,hapax_dislegomena_median,n_tokens_spacy_mean,n_tokens_spacy_std,n_tokens_spacy_median,proportion_nouns_mean,proportion_nouns_std,proportion_nouns_median,proportion_verbs_mean,proportion_verbs_std,proportion_verbs_median,proportion_adjectives_mean,proportion_adjectives_std,proportion_adjectives_median,proportion_adverbs_mean,proportion_adverbs_std,proportion_adverbs_median,proportion_pronouns_mean,proportion_pronouns_std,proportion_pronouns_median,proportion_numbers_mean,proportion_numbers_std,proportion_numbers_median,proportion_stopwords_mean,proportion_stopwords_std,proportion_stopwords_median,proportion_punctuation_mean,proportion_punctuation_std,proportion_punctuation_median,proportion_uppercase_words_mean,proportion_uppercase_words_std,proportion_uppercase_words_median,proportion_capitalized_words_mean,proportion_capitalized_words_std,proportion_capitalized_words_median,proportion_digits_mean,proportion_digits_std,proportion_digits_median,proportion_long_words_6_mean,proportion_long_words_6_std,proportion_long_words_6_median,proportion_long_words_10_mean,proportion_long_words_10_std,proportion_long_words_10_median,proportion_monosyllabic_words_mean,proportion_monosyllabic_words_std,proportion_monosyllabic_words_median,proportion_polysyllabic_words_mean,proportion_polysyllabic_words_std,proportion_polysyllabic_words_median,lexical_density_mean,lexical_density_std,lexical_density_median,function_word_ratio_mean,function_word_ratio_std,function_word_ratio_median,content_word_ratio_mean,content_word_ratio_std,content_word_ratio_median,n_content_words_mean,n_content_words_std,n_content_words_median,n_function_words_mean,n_function_words_std,n_function_words_median,n_sentences_mean,n_sentences_std,n_sentences_median,avg_sentence_length_words_mean,avg_sentence_length_words_std,avg_sentence_length_words_median,avg_sentence_length_chars_mean,avg_sentence_length_chars_std,avg_sentence_length_chars_median,sentence_length_std_mean,sentence_length_std_std,sentence_length_std_median,median_sentence_length_words_mean,median_sentence_length_words_std,median_sentence_length_words_median,word_length_std_mean,word_length_std_std,word_length_std_median,median_word_length_mean,median_word_length_std,median_word_length_median,long_sentence_ratio_mean,long_sentence_ratio_std,long_sentence_ratio_median,short_sentence_ratio_mean,short_sentence_ratio_std,short_sentence_ratio_median,flesch_reading_ease_mean,flesch_reading_ease_std,flesch_reading_ease_median,flesch_kincaid_grade_mean,flesch_kincaid_grade_std,flesch_kincaid_grade_median,smog_index_mean,smog_index_std,smog_index_median,gunning_fog_mean,gunning_fog_std,gunning_fog_median,dale_chall_score_mean,dale_chall_score_std,dale_chall_score_median,coleman_liau_index_mean,coleman_liau_index_std,coleman_liau_index_median,automated_readability_index_mean,automated_readability_index_std,automated_readability_index_median,linsear_write_formula_mean,linsear_write_formula_std,linsear_write_formula_median,difficult_words_mean,difficult_words_std,difficult_words_median,n_syllables_mean,n_syllables_std,n_syllables_median,comma_ratio_mean,comma_ratio_std,comma_ratio_median,period_ratio_mean,period_ratio_std,period_ratio_median,question_ratio_mean,question_ratio_std,question_ratio_median,exclamation_ratio_mean,exclamation_ratio_std,exclamation_ratio_median,colon_semicolon_ratio_mean,colon_semicolon_ratio_std,colon_semicolon_ratio_median
no_pls,4200.205609756097,1675.2584355778854,3967.5,3579.520487804878,1419.6567527927104,3387.0,621.6851219512195,257.316388819714,585.0,1.0,0.0,1.0,5.793077734604291,0.2817751609001091,5.78190917396331,1.7669662371838346,0.09327266629604623,1.7617309697601669,298.7609756097561,78.98927228989038,295.0,0.5040953458257645,0.0690360243653032,0.5070157859578807,12.060766581797647,1.2597124985921286,12.057989386529233,0.891400284804015,0.01773758632763086,0.8929268288209538,0.017023207602128356,0.002142262935762747,0.016845789014442097,59.593753899469505,6.961473633786171,59.362016177889345,12.126982466571953,0.7094962859633571,12.052562750080813,87.5848098750047,15.711688108117531,85.50801029653339,0.00877489441832961,0.0015749458722537908,0.008563126734191105,208.1178048780488,51.40619374516727,204.0,40.80512195121951,14.169393881402945,39.0,736.5309756097561,323.5399832745356,689.5,0.32524677565380566,0.02409084039756426,0.3236332503113325,0.11345860295998979,0.021094167467227188,0.11182802412990464,0.08418418030854578,0.019453164912724374,0.08279471650830114,0.019312119473956092,0.007459894228855041,0.018779342723004695,0.016061671242098563,0.007335209941255955,0.015602652714691162,0.05902835800368228,0.027516778616033924,0.05756485720514498,0.31222480545977604,0.03861107270898542,0.3139784946236559,0.14738285740487975,0.02949508053179949,0.1464088397790055,0.03873930568421295,0.02395465439652923,0.03504789091017595,0.09972372806962375,0.027734128941402467,0.09512478071416444,0.05786003222270531,0.026179170264043455,0.05687052598817305,0.47087857799016536,0.040352853063022665,0.4709196617336152,0.1273990847101544,0.027148713470926258,0.12553199109418556,0.5321155522650745,0.03864300978538883,0.5330878916941482,0.2283842051660349,0.03303854012169067,0.22727272727272727,0.6025691591232816,0.030490939801845775,0.601383222845487,0.3974308408767184,0.03049093980184576,0.398616777154513,0.6025691591232816,0.030490939801845775,0.601383222845487,341.18536585365854,137.5227676348309,324.0,226.37243902439025,94.3806279065392,212.0,26.398780487804878,10.595181276649061,25.0,23.67143895201625,3.907988047163987,23.31762749445676,5.64458089121835,0.25634702506501506,5.637204045143436,13.211507192898146,4.936876640408525,12.196293040464006,20.864634146341462,3.501554805778788,21.0,3.1083634919178413,0.18157801922121697,3.0998319048702303,5.1415853658536586,0.5516856767257562,5.0,0.24751584303558055,0.10843434124825213,0.24324324324324326,0.014089680429904591,0.029117203420642234,0.0,39.73902195121951,10.138291133306927,40.04,11.888365853658538,2.2590964397051834,11.7,14.084609756097562,1.7382960923310098,14.0,11.706129268292683,2.3458209103056187,11.545,9.51080487804878,0.8065622753702048,9.53,14.71859268292683,1.9567136652666008,14.68,14.349926829268291,2.7576215650954152,14.1,15.000068342903708,3.84558117938115,14.4,130.79268292682926,32.119811767801146,128.0,1092.5134146341463,434.63737616404853,1034.5,0.007300222867101405,0.002661650751147618,0.007083351031970724,0.00977048413925154,0.0028390103773928833,0.009445958531496296,5.016238296438122e-06,5.9926316563436755e-05,0.0,0.0,0.0,0.0,0.001905683012184369,0.0020210044314184763,0.0013359911878297764
pls,2655.7476255088195,1145.1359700747244,2505.0,2241.9974801318085,967.1352596723992,2117.0,414.75014537701105,179.9587050006314,388.0,1.0,0.0,1.0,5.396920175895911,0.366091279078646,5.409090909090909,1.6245805814026237,0.13517886136063348,1.630952380952381,200.23492924985462,69.19651767611717,197.0,0.5034078745942239,0.0753447944066359,0.503125,9.79452351145137,1.6615985780389797,10.046777042302121,0.8826791981681967,0.022897886422719834,0.8850747139015557,0.019857432143785853,0.00406465812250013,0.01912268786197806,51.954266137990864,8.300094751081833,52.293903828672306,12.135248707847547,0.8804070126401505,12.104495813224203,117.86615796170133,49.739195688311945,105.5240495694182,0.011826494864509091,0.005011904326874388,0.01057735962056741,135.28629579375848,47.12912011688715,136.0,29.368869936034116,11.527846493065677,28.0,468.45512696258965,205.88118586051564,433.0,0.29313572991018233,0.0336482441414441,0.2922077922077922,0.14871647339831912,0.028192133954990074,0.14864864864864866,0.08506591115350245,0.025660400506522886,0.08525345622119816,0.02401560935369656,0.010985081744114862,0.023255813953488372,0.028305259028106763,0.013692975294053814,0.02654867256637168,0.02924473141863194,0.027595275511784898,0.0234192037470726,0.3987215854034824,0.049654430933443953,0.40160642570281124,0.11439564928012991,0.04018141247227629,0.1073943661971831,0.012494394821600707,0.017349425869758916,0.0049504950495049506,0.07738641871209676,0.04217301860596271,0.06666666666666667,0.029616563651540546,0.028154443611338786,0.023547880690737835,0.4066240445369449,0.05644145921108057,0.4115755627009646,0.09156824026828282,0.03192333294070474,0.0893854748603352,0.5988529137393517,0.05679618776895885,0.5944055944055944,0.16425147401406445,0.04814928104839372,0.16521739130434782,0.5335573418701026,0.042179507797915586,0.5347432024169184,0.4664426581298974,0.04217950779791566,0.4652567975830816,0.5335573418701026,0.042179507797915586,0.5347432024169184,212.3411513859275,91.5088034225729,201.0,186.3258383407637,83.66961892473239,173.0,20.03644117076953,9.112977816709702,18.0,21.52615479530103,7.260322942015411,20.88888888888889,5.276888237652394,0.31248746351972695,5.274193548387097,11.320589297403151,7.598766281842325,10.045570905114781,19.40860631905408,7.025608973057757,19.0,2.85423755168086,0.2523425569762214,2.84757879002178,4.659914712153518,0.5392810334605517,5.0,0.1906386529164553,0.13297571186189056,0.17142857142857143,0.027174424016896057,0.04788611128474495,0.0,48.00997480131808,13.731018817337041,47.22,11.627621632099244,3.121515782877011,11.8,13.389028881566196,2.3097244998817805,13.6,11.686530335336306,3.039275868997707,11.82,8.514801318084901,0.8757017427940291,8.53,13.215677456871486,2.3538282945093125,13.4,14.312075983717774,3.7248637373219244,14.4,13.25367836105023,5.197543881685581,12.8,74.32351230858694,30.5827054464257,77.0,677.3295212250437,294.8858303313156,642.0,0.005466715166294926,0.002635664906415606,0.005244755244755245,0.0077907932354094765,0.0033780173970390363,0.007265877287405812,0.0006313867433194181,0.0009295793075797456,0.00025614754098360657,2.3916905450536288e-05,0.0001501180101448703,0.0,0.0008450335314506947,0.0016647729806015424,0.0003673769287288758
